	GameID	PlayerID	Max_Sprint_Speed	Total_Distance	Number_High_Speed_Sprints	Total_Duration_High_Speed_Sprints	Number_Acceleration	Number_Jumps	Performance_Score
0	1.0	2.0	7.60833942	847.837622714	6.0	35.2	134.0	27.0	0.23848906274380782
1	1.0	3.0	7.277783599999999	1379.7699927039998	13.0	24.6	225.0	12.0	0.19901867807825963
2	1.0	4.0	7.638895	807.07425677	5.0	14.0	294.0	3.0	0.3915377021993822
3	1.0	6.0	6.93889444	692.062775872	6.0	9.7	113.0	8.0	0.1975254337697297
4	1.0	7.0	7.47500598	1479.378683502	14.0	46.7	167.0	14.0	0.1633793988621259
5	1.0	8.0	7.76111732	1106.13282935	8.0	11.5	297.0	14.0	0.29878870894213727
6	1.0	9.0	7.09445012	928.581576198	8.0	17.8	217.0	9.0	0.27116626740643957
7	1.0	10.0	8.84167374	1622.3424089840003	9.0	33.4	256.0	23.0	0.19810861025403279
8	1.0	11.0	7.64445056	1215.654028078	11.0	19.2	251.0	15.0	0.24365485011249838
9	1.0	12.0	5.92222696	1643.5271481539999	11.0	14.4	531.0	18.0	0.34949224942536705
10	1.0	13.0	7.99445084	760.37977497	7.0	15.8	166.0	6.0	0.25618777144313926
11	1.0	17.0	5.82222688	426.37978554800003	4.0	7.9	115.0	0.0	0.2976219893654272
12	2.0	2.0	7.18889464	1945.1493338960001	19.0	32.0	628.0	32.0	0.365524634849457
13	2.0	3.0	7.7083395	1251.8171125640001	8.0	18.7	238.0	6.0	0.21624564585600378
14	2.0	4.0	7.85833962	1767.06113587	14.0	26.5	583.0	17.0	0.362466236735298
15	2.0	6.0	7.59445052	1083.154755412	9.0	13.1	100.0	23.0	0.13396054374964014
16	2.0	7.0	7.34445032	1005.182470812	11.0	20.7	131.0	6.0	0.16783022475881604
17	2.0	8.0	8.04445088	969.8702203400001	5.0	14.7	226.0	8.0	0.26158138963279265
18	2.0	9.0	7.76667288	801.304529932	4.0	16.1	57.0	86.0	0.20354308993341264
19	2.0	10.0	7.74722842	607.9885419459999	6.0	10.3	80.0	7.0	0.16990451772226794
20	2.0	11.0	6.86667216	1056.320567278	12.0	22.0	252.0	11.0	0.2811646475513869
21	2.0	12.0	7.38056146	1061.9197384240001	8.0	12.0	326.0	12.0	0.3371252902138437
22	2.0	13.0	7.50556156	1597.646278116	12.0	26.7	487.0	11.0	0.3359316810933239
23	2.0	17.0	7.30833918	712.53251447	3.0	12.1	212.0	2.0	0.32152918687564797
24	3.0	2.0	7.1805613	1163.460930768	12.0	32.2	143.0	26.0	0.18324637670408647
25	3.0	3.0	8.00278418	1365.7285925820001	12.0	20.2	225.0	11.0	0.19637869592592344
26	3.0	4.0	6.63056086	1170.985381232	10.0	17.9	439.0	8.0	0.405555874233336
27	3.0	6.0	8.3750067	795.5578586680001	3.0	6.9	71.0	8.0	0.11174548655561642
28	3.0	7.0	8.76667368	1154.523423618	11.0	35.8	119.0	6.0	0.1488059891081464
29	3.0	8.0	8.12778428	1544.8981803620002	14.0	41.0	389.0	14.0	0.29645966693590226
30	3.0	9.0	7.90833966	1095.839487782	9.0	30.7	146.0	18.0	0.18588488758722566
31	3.0	10.0	8.083339800000001	2021.2349503199998	18.0	56.8	284.0	13.0	0.18394694785044013
32	3.0	11.0	7.01667228	1182.4737237559998	14.0	33.5	235.0	6.0	0.24398005148360588
33	3.0	12.0	6.7361165	1974.1774126739997	19.0	41.1	575.0	10.0	0.3267690106565548
34	3.0	13.0	6.85833882	1108.3350533340001	9.0	15.5	269.0	8.0	0.27202965303051013
35	3.0	17.0	7.03333896	800.7478628199999	5.0	15.1	229.0	2.0	0.31358185473726924
36	4.0	2.0	7.61389498	1205.387353198	15.0	30.2	398.0	11.0	0.37680833368208727
37	4.0	3.0	7.76945066	1411.764462744	8.0	15.2	194.0	20.0	0.16801669560300603
38	4.0	4.0	4.65555928	255.21325972600002	0.0	0.0	121.0	0.0	0.4741132969733118
39	4.0	6.0	5.36389318	399.85337543800006	0.0	0.0	37.0	0.0	0.09253391936349202
40	4.0	7.0	7.32500586	1513.670099824	17.0	32.0	182.0	10.0	0.159215670592966
41	4.0	8.0	7.75556176	1397.4102845940001	11.0	16.3	381.0	11.0	0.30005504082991796
42	4.0	9.0	6.96667224	1118.467283662	12.0	22.5	240.0	33.0	0.2749298119773401
43	4.0	10.0	8.90834046	1661.4002180080001	20.0	33.8	486.0	10.0	0.33092568186803534
44	4.0	11.0	7.01111672	670.7660921680001	3.0	2.5	105.0	10.0	0.17964533599265414
45	4.0	12.0	7.23056134	1442.330598308	8.0	12.4	268.0	26.0	0.21798053814349017
46	4.0	13.0	6.65000532	565.70045256	4.0	9.9	151.0	2.0	0.29503246682005796
47	4.0	14.0	7.70556172	634.728007782	3.0	6.6	123.0	0.0	0.20890838024204855
48	4.0	15.0	4.69722598	448.735914544	0.0	0.0	55.0	10.0	0.14485134328071825
49	4.0	16.0	7.64167278	774.812008738	3.0	9.5	202.0	5.0	0.28329452502616437
50	4.0	17.0	3.93889204	181.717089818	0.0	0.0	18.0	0.0	0.09905507521624973
51	4.0	18.0	5.7222268	779.857290552	12.0	5.8	218.0	2.0	0.30492758467601166
52	4.0	19.0	4.64722594	356.477229626	0.0	0.0	41.0	0.0	0.11501435882178329
53	4.0	20.0	7.65833946	659.4719164659999	4.0	6.2	74.0	0.0	0.12767791606838055
54	4.0	21.0	8.027784200000001	692.091387006	0.0	0.0	184.0	7.0	0.2759751148273489
55	5.0	2.0	1.68889024	13.033899315999998	0.0	0.0	0.0	0.0	0.0
56	5.0	3.0	7.8055618	1317.825220926	9.0	20.6	203.0	8.0	0.18257352809725172
57	5.0	4.0	5.96944922	646.37690599	5.0	10.6	145.0	2.0	0.2515560170748358
58	5.0	6.0	6.03333816	871.70486403	9.0	16.8	123.0	10.0	0.18217174935315594
59	5.0	7.0	7.83611738	1574.6901486400002	15.0	44.0	216.0	11.0	0.1816230324721389
60	5.0	8.0	8.96111828	1390.867223804	11.0	33.7	425.0	12.0	0.3463306861761815
61	5.0	9.0	7.46667264	1126.65090132	9.0	29.5	135.0	50.0	0.1983755569166494
62	5.0	10.0	8.52222904	1697.34302454	20.0	45.4	241.0	24.0	0.19465717608233155
63	5.0	11.0	6.85278326	1073.5200254819997	12.0	28.3	186.0	18.0	0.22756911301241145
64	5.0	12.0	6.76111652	925.0490733719998	6.0	20.9	164.0	17.0	0.22474483352776134
65	5.0	13.0	7.91389522	1168.999824088	13.0	34.4	307.0	16.0	0.3168520579453201
66	5.0	17.0	1.00833414	10.35000828	0.0	0.0	0.0	0.0	0.0
67	6.0	2.0	7.43889484	831.0301092679999	11.0	29.5	152.0	7.0	0.24006350404767704
68	6.0	3.0	1.10277866	9.05695169	0.0	0.0	0.0	0.0	0.0
69	6.0	4.0	8.1111176	636.0627310719999	7.0	7.8	209.0	1.0	0.35342425993286736
70	6.0	7.0	5.34167094	266.21882408600004	1.0	0.6	32.0	0.0	0.12621196158971
71	6.0	8.0	0.64166718	2.673335472	0.0	0.0	2.0	1.0	1.122193615960818
72	6.0	9.0	7.222228	1404.772234928	9.0	38.8	380.0	21.0	0.31948239639218295
73	6.0	10.0	8.24722882	742.821983146	6.0	18.5	106.0	10.0	0.18914356762161824
74	6.0	11.0	6.46389406	825.1631601300002	8.0	14.1	44.0	33.0	0.12009746046392486
75	6.0	12.0	7.56111716	1331.6227319640002	10.0	29.8	459.0	10.0	0.382090203018369
76	6.0	13.0	7.90556188	754.55060364	9.0	7.7	168.0	6.0	0.25273321508199864
77	6.0	14.0	1.70555692	16.842235695999996	0.0	0.0	0.0	0.0	0.0
78	6.0	17.0	6.96111668	682.8477685	9.0	8.0	249.0	7.0	0.3997962834376605
79	7.0	2.0	6.87778328	1439.966707528	20.0	57.3	439.0	8.0	0.36410564026168996
80	7.0	3.0	8.28889552	1655.3216020339999	18.0	38.3	275.0	22.0	0.21343284565722917
81	7.0	4.0	7.09167234	1049.044728124	6.0	11.8	360.0	4.0	0.36395016319539636
82	7.0	7.0	7.8472285	1522.3473289880003	12.0	31.6	132.0	17.0	0.12651514955396762
83	7.0	8.0	8.18333988	1590.203772162	10.0	34.0	212.0	24.0	0.17607806301409992
84	7.0	9.0	7.71389506	753.4194916240001	7.0	15.5	152.0	11.0	0.24621077907097103
85	7.0	10.0	8.1805621	1764.170022446	17.0	35.0	231.0	20.0	0.17175215321927656
86	7.0	11.0	6.96945002	1034.9174945999998	15.0	22.0	84.0	47.0	0.1623317809164418
87	7.0	12.0	6.48333852	1370.4294296760002	4.0	13.0	421.0	9.0	0.3261751319115211
88	7.0	13.0	7.611117200000001	894.4996044880002	7.0	10.0	210.0	4.0	0.25824494369924444
89	7.0	14.0	6.00278258	381.190304952	2.0	3.5	63.0	0.0	0.17970026810788278
90	7.0	21.0	1.97777936	126.67899023200002	0.0	0.0	0.0	0.0	0.0
91	8.0	2.0	6.76667208	1246.1093302200002	22.0	36.9	338.0	6.0	0.32332636489357497
92	8.0	3.0	7.50833934	1514.6051005719999	11.0	25.7	312.0	12.0	0.23814788413414129
93	8.0	4.0	6.23056054	854.7756838199999	4.0	4.3	299.0	5.0	0.3653590127930741
94	8.0	7.0	7.91111744	1471.32895484	16.0	34.0	123.0	14.0	0.12709598311435077
95	8.0	8.0	8.01111752	1393.7075038540002	10.0	30.8	149.0	33.0	0.1598613764967859
96	8.0	9.0	7.59167274	844.600953458	12.0	13.9	139.0	12.0	0.2094480230879787
97	8.0	10.0	8.60000688	1354.4835835860001	8.0	15.7	184.0	22.0	0.16958492726199637
98	8.0	11.0	6.35556064	672.177482186	5.0	15.7	34.0	25.0	0.11856987493958628
99	8.0	12.0	6.08611598	1221.4448660439998	10.0	8.9	432.0	11.0	0.37815869781826167
100	8.0	13.0	6.93333888	906.639891978	6.0	14.7	240.0	6.0	0.29416309866770296
101	8.0	14.0	5.20000416	445.12202276399995	0.0	0.0	35.0	1.0	0.08087669932944859
102	9.0	2.0	7.18611686	1095.5133764099999	16.0	26.0	181.0	23.0	0.22455225586212615
103	9.0	3.0	6.26111612	1273.858796864	7.0	7.1	223.0	10.0	0.19397754335748482
104	9.0	4.0	8.67500694	1420.90947006	8.0	15.6	622.0	7.0	0.4592833067489113
105	9.0	7.0	8.54445128	1164.93287639	9.0	26.5	140.0	5.0	0.15494454973178354
106	9.0	8.0	7.06667232	796.2625814539999	4.0	13.4	61.0	21.0	0.12483319236035498
107	9.0	9.0	6.54444968	771.82145079	9.0	24.7	156.0	16.0	0.2665124165562582
108	9.0	10.0	6.76667208	1313.7421621039998	12.0	9.2	234.0	18.0	0.20795556988325742
109	9.0	11.0	8.20556212	683.6705469359999	4.0	12.1	47.0	18.0	0.11862438767249099
110	9.0	12.0	6.00556036	873.4804210059999	8.0	9.9	303.0	11.0	0.37997417230914693
111	9.0	13.0	6.5000052	841.7517845120001	9.0	8.4	241.0	14.0	0.323610837555779
112	9.0	14.0	6.06111596	525.134864552	3.0	6.1	25.0	0.0	0.0649356999541274
113	10.0	2.0	7.56389494	1216.30930638	17.0	27.9	335.0	18.0	0.3271371828800987
114	10.0	3.0	8.57500686	1591.569606588	16.0	21.3	282.0	3.0	0.2025044953521985
115	10.0	4.0	7.63611722	1689.1194068500001	11.0	23.0	640.0	10.0	0.40494472873032455
116	10.0	7.0	7.03333896	1878.309002646	18.0	27.5	156.0	22.0	0.11899000626901775
117	10.0	8.0	7.87222852	1187.552616708	9.0	14.1	159.0	18.0	0.16849779722156208
118	10.0	9.0	7.05278342	1286.221306754	12.0	23.0	309.0	19.0	0.28222203915754807
119	10.0	10.0	7.99445084	1859.7417655699999	16.0	22.5	441.0	0.0	0.257831495144723
120	10.0	11.0	7.8611173999999995	1156.8937032919998	15.0	34.9	296.0	8.0	0.305905373149633
121	10.0	12.0	5.46389326	692.2236093340001	4.0	3.1	190.0	4.0	0.2905130615141568
122	10.0	13.0	6.15000492	710.973902112	4.0	7.2	167.0	7.0	0.2604877611538902
123	10.0	14.0	6.15556048	601.709648034	5.0	4.4	104.0	0.0	0.18846299102984013
124	11.0	1.0	8.36389558	1642.0624247599997	14.0	27.6	196.0	14.0	0.1532219458933014
125	11.0	2.0	7.777784	1755.1005707460001	19.0	76.6	599.0	10.0	0.4014584757957841
126	11.0	3.0	3.36944714	36.50558476	0.0	0.0	3.0	0.0	0.08217920681788854
127	11.0	4.0	3.1527803	43.621423786	0.0	0.0	8.0	1.0	0.2063206383210373
128	11.0	5.0	7.75556176	657.8863596419999	6.0	15.9	64.0	1.0	0.1320896819433802
129	11.0	7.0	4.34167014	485.39872165200006	0.0	0.0	208.0	0.0	0.42851369548748575
130	11.0	8.0	7.4027837	827.562884272	9.0	15.7	262.0	3.0	0.35006403199781805
131	11.0	10.0	7.70000616	726.1561364800001	5.0	9.5	277.0	10.0	0.4151999616246498
132	11.0	11.0	7.68333948	1634.849085656	16.0	41.5	115.0	58.0	0.14099160712899045
133	11.0	12.0	6.31667172	1579.980986206	18.0	33.4	510.0	17.0	0.3660803547952238
134	11.0	13.0	7.5416726999999995	1479.7831282700001	13.0	38.2	321.0	9.0	0.25760531575032697
135	11.0	16.0	6.64444976	808.5700913	5.0	19.1	105.0	8.0	0.1695585843146558
136	12.0	1.0	7.83056182	1456.21783164	14.0	29.2	68.0	33.0	0.09902364664605241
137	12.0	2.0	6.20278274	244.00936187399998	1.0	1.4	128.0	1.0	0.5385039286642269
138	12.0	3.0	8.70556252	1537.07900744	16.0	39.0	173.0	14.0	0.15744148402823496
139	12.0	4.0	7.31389474	1554.389021288	5.0	16.9	203.0	30.0	0.16398726220337326
140	12.0	5.0	8.42222896	572.9501805820001	7.0	11.2	156.0	4.0	0.3110218061524743
141	12.0	7.0	8.500006800000001	1496.3831415500001	14.0	32.4	117.0	8.0	0.11454285686649648
142	12.0	8.0	7.597228299999999	1019.348593256	5.0	15.4	110.0	11.0	0.13871603976843738
143	12.0	10.0	8.33611778	1555.9518003160001	14.0	27.2	266.0	18.0	0.20900390354891119
144	12.0	11.0	6.930561099999999	1219.8609758879998	15.0	29.2	94.0	58.0	0.1608380002952188
145	12.0	12.0	5.10000408	309.78080337999995	1.0	0.0	120.0	0.0	0.39059876751488853
146	12.0	13.0	6.31389394	530.813480206	3.0	2.4	125.0	5.0	0.25508018362203894
147	12.0	16.0	6.26944946	386.02919771200004	3.0	9.5	120.0	0.0	0.3432382855631884
148	13.0	1.0	6.91389442	1003.45219165	8.0	12.6	66.0	47.0	0.1331403739129
149	13.0	2.0	7.02222784	955.3346531560001	7.0	25.5	417.0	11.0	0.4820300388756057
150	13.0	3.0	8.888896	1766.8275245720001	13.0	34.4	215.0	13.0	0.1558725999962636
151	13.0	4.0	7.80278402	1796.0294923779998	11.0	15.1	560.0	18.0	0.33635305130772236
152	13.0	5.0	8.43889564	943.2957546360001	8.0	10.7	352.0	4.0	0.3972243044225187
153	13.0	7.0	8.583340199999999	1261.52323144	12.0	22.1	96.0	12.0	0.11264160378386064
154	13.0	8.0	8.05278422	952.836040046	9.0	19.8	282.0	7.0	0.3335306250429587
155	13.0	10.0	8.10556204	1444.6275445899998	13.0	42.1	284.0	24.0	0.25134506216483055
156	13.0	11.0	7.63611722	1216.276250798	16.0	36.7	120.0	42.0	0.1765223976536047
157	13.0	12.0	6.85278326	972.6177225380001	6.0	19.3	402.0	8.0	0.4475550773063287
158	13.0	13.0	7.10278346	1077.301695174	15.0	34.6	305.0	11.0	0.3393664018517582
159	13.0	16.0	8.0416731	887.865710292	3.0	12.1	132.0	20.0	0.18820413725071597
160	14.0	1.0	7.90000632	1082.136699042	9.0	18.1	30.0	25.0	0.07586841853961884
161	14.0	2.0	4.84444832	191.819320122	0.0	0.0	156.0	1.0	0.8184785552370095
162	14.0	3.0	7.90000632	1769.367248826	13.0	18.0	205.0	26.0	0.14807553388017142
163	14.0	4.0	7.31389474	1680.5291222	14.0	10.9	663.0	15.0	0.4182611242581893
164	14.0	5.0	8.1250065	782.347570322	3.0	15.8	111.0	15.0	0.18508397736878374
165	14.0	7.0	7.666672800000001	777.44228862	6.0	8.3	82.0	10.0	0.1367304063028112
166	14.0	8.0	7.04445008	1259.721563332	15.0	24.3	367.0	12.0	0.33205750554399055
167	14.0	10.0	8.3611178	1832.70563283	20.0	38.8	682.0	18.0	0.4140326664617097
168	14.0	11.0	8.63334024	842.1859515259999	9.0	9.2	50.0	42.0	0.1308499622919653
169	14.0	12.0	7.375005900000001	1448.5242143740002	11.0	25.8	456.0	14.0	0.3498733365800313
170	14.0	13.0	7.06667232	1105.7453290400001	12.0	21.0	269.0	13.0	0.28487572294199126
171	14.0	16.0	5.819449099999999	1017.5860918459999	7.0	5.4	167.0	10.0	0.18612675774332768
172	15.0	1.0	7.43889484	904.2340567200001	8.0	12.7	30.0	46.0	0.10694133812075998
173	15.0	2.0	7.89445076	1178.800665262	19.0	36.2	405.0	7.0	0.39633503251897156
174	15.0	3.0	7.35278366	1082.92308856	12.0	9.9	120.0	12.0	0.1421153557679208
175	15.0	4.0	7.22778356	1491.0220261499999	8.0	16.1	360.0	22.0	0.2723635150103044
176	15.0	5.0	7.91389522	859.25207629	10.0	12.6	138.0	13.0	0.20203617167799487
177	15.0	8.0	7.28333916	1289.053253464	9.0	17.8	167.0	20.0	0.1658581594092155
178	15.0	10.0	7.90833966	1545.5409586539997	14.0	32.6	509.0	15.0	0.36919112159727646
179	15.0	11.0	7.17222796	966.2571618940001	10.0	23.3	197.0	16.0	0.25490108608066336
180	15.0	12.0	6.71111648	774.127285968	10.0	15.3	231.0	2.0	0.3336660581302353
181	15.0	13.0	7.736117299999999	912.3815632379999	6.0	19.8	245.0	8.0	0.3055739081471042
182	15.0	14.0	6.72778316	1608.818231498	16.0	17.9	587.0	2.0	0.3871786058888744
183	15.0	16.0	4.36389238	293.04162332199996	0.0	0.0	14.0	1.0	0.05118726763097985
184	16.0	1.0	7.611117200000001	879.2279256039999	7.0	12.4	31.0	49.0	0.11305373396973892
185	16.0	2.0	7.26945026	1047.185282192	10.0	13.0	371.0	5.0	0.3810213978225526
186	16.0	3.0	7.89167298	1565.27625222	10.0	17.0	206.0	19.0	0.16099394572848943
187	16.0	4.0	8.13333984	1455.265608656	12.0	29.7	329.0	5.0	0.2581659305114583
188	16.0	5.0	5.87778248	339.20166025000003	0.0	0.0	132.0	1.0	0.39209713744318264
189	16.0	8.0	7.67222836	1275.172686804	11.0	16.6	164.0	28.0	0.17221196961988688
190	16.0	10.0	7.78056178	1529.496779152	13.0	27.2	500.0	11.0	0.360379967786269
191	16.0	11.0	7.34167254	1224.1484793180002	10.0	15.0	162.0	29.0	0.17644918377902843
192	16.0	12.0	6.05000484	277.35327743799996	2.0	2.2	97.0	0.0	0.36487760640442557
193	16.0	13.0	5.85833802	418.83783507	2.0	1.8	135.0	6.0	0.34571852845099277
194	16.0	14.0	7.6944506	1290.69686589	10.0	18.0	373.0	1.0	0.3114596545663733
195	16.0	16.0	6.21667164	975.3016135739999	14.0	11.9	108.0	27.0	0.16497460658388616
196	17.0	1.0	7.65556168	1764.0608556920001	22.0	34.1	126.0	29.0	0.1196670734565959
197	17.0	2.0	7.61945054	901.3371099579999	9.0	20.1	223.0	10.0	0.2907902016951385
198	17.0	4.0	7.17222796	1256.052115952	13.0	13.4	261.0	21.0	0.2455312133018098
199	17.0	5.0	8.65556248	968.3049413100001	11.0	21.8	188.0	11.0	0.239387397617121
200	17.0	8.0	8.18611766	1291.0332550480002	13.0	25.7	189.0	17.0	0.18953810759189324
201	17.0	10.0	8.51945126	1753.454736096	23.0	37.2	446.0	15.0	0.2972417760611442
202	17.0	11.0	7.99445084	1199.4217928700002	12.0	15.8	158.0	20.0	0.1715826752718555
203	17.0	12.0	6.5833386	1066.468630952	11.0	21.3	294.0	7.0	0.3125267732464615
204	17.0	13.0	7.43333928	885.8734864760002	10.0	9.8	221.0	9.0	0.2819815739081469
205	17.0	14.0	6.86667216	1046.2938925899998	10.0	19.7	291.0	0.0	0.30651043867429834
206	17.0	16.0	6.97778336	1110.5417217660001	7.0	10.6	172.0	18.0	0.18693579532507015
207	18.0	1.0	8.20278434	1355.139973	11.0	21.7	185.0	11.0	0.16876485422661205
208	18.0	2.0	7.42778372	1380.9808270059998	17.0	26.2	451.0	7.0	0.3629304550785211
209	18.0	5.0	8.35556224	1292.9993677319999	10.0	21.1	282.0	11.0	0.2506575084939842
210	18.0	8.0	8.500006800000001	1378.793047478	14.0	21.4	166.0	15.0	0.15694886219206355
211	18.0	10.0	7.69722838	1456.7167209280003	13.0	22.8	433.0	18.0	0.334176159994844
212	18.0	11.0	7.00833894	1504.329814574	12.0	16.9	101.0	73.0	0.13487733742580763
213	18.0	12.0	7.71389506	1843.0106410740002	17.0	26.2	495.0	18.0	0.30178881640958877
214	18.0	13.0	7.70278394	974.7782798219998	8.0	13.8	189.0	10.0	0.22651304873177866
215	18.0	14.0	8.05000644	1283.1643598639998	11.0	22.7	270.0	2.0	0.23823916059545214
216	18.0	16.0	6.18333828	1273.551852174	8.0	18.1	410.0	3.0	0.344783763024992
217	19.0	1.0	7.85278406	1645.930761188	13.0	29.6	128.0	13.0	0.1115478271197029
218	19.0	2.0	7.7638951	1948.0987806999997	19.0	46.1	646.0	22.0	0.3763156197534189
219	19.0	4.0	6.71944982	1366.85248237	10.0	18.1	352.0	16.0	0.28978986767701365
220	19.0	5.0	8.6527847	1611.10267777	14.0	18.2	488.0	11.0	0.32971207070132735
221	19.0	7.0	7.1805613	989.69106953	4.0	6.5	166.0	4.0	0.18238014422593374
222	19.0	8.0	7.35556144	720.462798592	2.0	3.3	112.0	14.0	0.18224396909403165
223	19.0	11.0	6.62222752	974.041334788	10.0	16.9	248.0	9.0	0.29146607013529957
